,0,1
1256,sleep begin 2009-10-21 00:50:22.002218 r2,meal_preparation begin 2009-10-21 07:13:55.029584 r2
1257,meal_preparation begin 2009-10-21 07:13:55.029584 r2,personal_hygiene begin 2009-10-21 07:16:36.064297 r2
1258,personal_hygiene begin 2009-10-21 07:16:36.064297 r2,personal_hygiene begin 2009-10-21 07:19:07.022248 r2
1259,personal_hygiene begin 2009-10-21 07:19:07.022248 r2,watch_tv begin 2009-10-21 07:27:23.003817 r2
1260,watch_tv begin 2009-10-21 07:27:23.003817 r2,personal_hygiene begin 2009-10-21 07:47:05.064943 r2
1261,personal_hygiene begin 2009-10-21 07:47:05.064943 r2,bathing begin 2009-10-21 07:51:23.076517 r2
1262,bathing begin 2009-10-21 07:51:23.076517 r2,work begin 2009-10-21 08:05:32.015886 r2
1263,work begin 2009-10-21 08:05:32.015886 r2,work begin 2009-10-21 08:08:30.038996 r2
1264,work begin 2009-10-21 08:08:30.038996 r2,sleep begin 2009-10-21 23:06:11.096894 r2
1265,sleep begin 2009-10-21 23:06:11.096894 r2,bed_toilet_transition begin 2009-10-22 01:58:02.047119 r2
1266,bed_toilet_transition begin 2009-10-22 01:58:02.047119 r2,watch_tv begin 2009-10-22 02:10:27.096935 r2
1267,watch_tv begin 2009-10-22 02:10:27.096935 r2,work begin 2009-10-22 02:12:57.018793 r2
1268,work begin 2009-10-22 02:12:57.018793 r2,sleep begin 2009-10-22 02:22:47.084583 r2
1269,sleep begin 2009-10-22 02:22:47.084583 r2,enter_home begin 2009-10-23 01:15:23.081973 r2
1270,enter_home begin 2009-10-23 01:15:23.081973 r2,work begin 2009-10-23 01:18:23.045227 r2
1271,work begin 2009-10-23 01:18:23.045227 r2,sleep begin 2009-10-23 01:27:15.080652 r2
1272,sleep begin 2009-10-23 01:27:15.080652 r2,personal_hygiene begin 2009-10-23 08:14:27.040158 r2
1273,personal_hygiene begin 2009-10-23 08:14:27.040158 r2,meal_preparation begin 2009-10-23 08:16:14.043674 r2
1274,meal_preparation begin 2009-10-23 08:16:14.043674 r2,sleep begin 2009-10-23 08:18:12.086713 r2
1275,sleep begin 2009-10-23 08:18:12.086713 r2,enter_home begin 2009-10-24 01:36:43.085963 r2
1276,enter_home begin 2009-10-24 01:36:43.085963 r2,work begin 2009-10-24 01:40:11.076939 r2
1277,work begin 2009-10-24 01:40:11.076939 r2,sleep begin 2009-10-24 01:48:00.032796 r2
1278,sleep begin 2009-10-24 01:48:00.032796 r2,personal_hygiene begin 2009-10-24 08:23:10.058197 r2
1279,personal_hygiene begin 2009-10-24 08:23:10.058197 r2,sleep begin 2009-10-24 08:27:37.097705 r2
1280,sleep begin 2009-10-24 08:27:37.097705 r2,watch_tv begin 2009-10-25 02:41:39.031834 r2
1281,watch_tv begin 2009-10-25 02:41:39.031834 r2,personal_hygiene begin 2009-10-25 03:39:43.074389 r2
1282,personal_hygiene begin 2009-10-25 03:39:43.074389 r2,sleep begin 2009-10-25 03:45:36.087907 r2
1283,sleep begin 2009-10-25 03:45:36.087907 r2,sleep begin 2009-11-02 23:28:38.053817 r2
1284,sleep begin 2009-11-02 23:28:38.053817 r2,personal_hygiene begin 2009-11-03 07:08:43.013918 r2
1285,personal_hygiene begin 2009-11-03 07:08:43.013918 r2,personal_hygiene begin 2009-11-03 07:20:20.008362 r2
1286,personal_hygiene begin 2009-11-03 07:20:20.008362 r2,bathing begin 2009-11-03 07:21:17.059306 r2
1287,bathing begin 2009-11-03 07:21:17.059306 r2,work begin 2009-11-03 07:38:53.026555 r2
1288,work begin 2009-11-03 07:38:53.026555 r2,personal_hygiene begin 2009-11-03 07:50:40.039446 r2
1289,personal_hygiene begin 2009-11-03 07:50:40.039446 r2,meal_preparation begin 2009-11-03 07:54:54.009532 r2
1290,meal_preparation begin 2009-11-03 07:54:54.009532 r2,eating begin 2009-11-03 07:59:34.048864 r2
1291,eating begin 2009-11-03 07:59:34.048864 r2,watch_tv begin 2009-11-03 08:25:14.061034 r2
1292,watch_tv begin 2009-11-03 08:25:14.061034 r2,work begin 2009-11-03 08:40:03.007115 r2
1293,work begin 2009-11-03 08:40:03.007115 r2,work begin 2009-11-03 08:45:37.007172 r2
1294,work begin 2009-11-03 08:45:37.007172 r2,work begin 2009-11-03 08:49:15.031304 r2
1295,work begin 2009-11-03 08:49:15.031304 r2,leave_home begin 2009-11-03 08:52:21.081917 r2
1296,leave_home begin 2009-11-03 08:52:21.081917 r2,enter_home begin 2009-11-03 23:21:51.028624 r2
1297,enter_home begin 2009-11-03 23:21:51.028624 r2,watch_tv begin 2009-11-03 23:23:24.098748 r2
1298,watch_tv begin 2009-11-03 23:23:24.098748 r2,meal_preparation begin 2009-11-03 23:24:55.006177 r2
1299,meal_preparation begin 2009-11-03 23:24:55.006177 r2,eating begin 2009-11-03 23:25:54.033909 r2
1300,eating begin 2009-11-03 23:25:54.033909 r2,personal_hygiene begin 2009-11-03 23:56:24.043749 r2
1301,personal_hygiene begin 2009-11-03 23:56:24.043749 r2,work begin 2009-11-03 23:58:26.099579 r2
1302,work begin 2009-11-03 23:58:26.099579 r2,sleep begin 2009-11-04 00:15:06.032692 r2
1303,sleep begin 2009-11-04 00:15:06.032692 r2,personal_hygiene begin 2009-11-04 06:41:05.046791 r2
1304,personal_hygiene begin 2009-11-04 06:41:05.046791 r2,sleep begin 2009-11-04 06:43:04.037332 r2
1305,sleep begin 2009-11-04 06:43:04.037332 r2,sleep begin 2009-11-04 07:18:35.003905 r2
1306,sleep begin 2009-11-04 07:18:35.003905 r2,personal_hygiene begin 2009-11-04 07:25:43.043399 r2
1307,personal_hygiene begin 2009-11-04 07:25:43.043399 r2,bathing begin 2009-11-04 07:27:29.009079 r2
1308,bathing begin 2009-11-04 07:27:29.009079 r2,personal_hygiene begin 2009-11-04 07:45:07.000774 r2
1309,personal_hygiene begin 2009-11-04 07:45:07.000774 r2,meal_preparation begin 2009-11-04 07:52:20.012852 r2
1310,meal_preparation begin 2009-11-04 07:52:20.012852 r2,meal_preparation begin 2009-11-04 08:01:36.042666 r2
1311,meal_preparation begin 2009-11-04 08:01:36.042666 r2,eating begin 2009-11-04 08:09:33.013931 r2
1312,eating begin 2009-11-04 08:09:33.013931 r2,leave_home begin 2009-11-04 08:15:30.015728 r2
1313,leave_home begin 2009-11-04 08:15:30.015728 r2,personal_hygiene begin 2009-11-04 23:22:47.016682 r2
1314,personal_hygiene begin 2009-11-04 23:22:47.016682 r2,watch_tv begin 2009-11-04 23:34:52.016675 r2
1315,watch_tv begin 2009-11-04 23:34:52.016675 r2,sleep begin 2009-11-05 00:11:00.091974 r2
1316,sleep begin 2009-11-05 00:11:00.091974 r2,personal_hygiene begin 2009-11-05 07:22:31.012376 r2
1317,personal_hygiene begin 2009-11-05 07:22:31.012376 r2,sleep begin 2009-11-05 07:24:03.055713 r2
1318,sleep begin 2009-11-05 07:24:03.055713 r2,personal_hygiene begin 2009-11-05 07:57:11.076007 r2
1319,personal_hygiene begin 2009-11-05 07:57:11.076007 r2,bathing begin 2009-11-05 07:58:31.057481 r2
1320,bathing begin 2009-11-05 07:58:31.057481 r2,meal_preparation begin 2009-11-05 08:17:42.002097 r2
1321,meal_preparation begin 2009-11-05 08:17:42.002097 r2,eating begin 2009-11-05 08:28:59.071957 r2
1322,eating begin 2009-11-05 08:28:59.071957 r2,work begin 2009-11-05 08:45:13.006421 r2
1323,work begin 2009-11-05 08:45:13.006421 r2,personal_hygiene begin 2009-11-05 08:48:03.012729 r2
1324,personal_hygiene begin 2009-11-05 08:48:03.012729 r2,leave_home begin 2009-11-05 08:54:59.003781 r2
1325,leave_home begin 2009-11-05 08:54:59.003781 r2,meal_preparation begin 2009-11-05 23:00:16.025889 r2
1326,meal_preparation begin 2009-11-05 23:00:16.025889 r2,eating begin 2009-11-05 23:03:18.065022 r2
1327,eating begin 2009-11-05 23:03:18.065022 r2,personal_hygiene begin 2009-11-05 23:11:42.090655 r2
1328,personal_hygiene begin 2009-11-05 23:11:42.090655 r2,watch_tv begin 2009-11-05 23:14:47.045679 r2
1329,watch_tv begin 2009-11-05 23:14:47.045679 r2,meal_preparation begin 2009-11-05 23:16:44.094957 r2
1330,meal_preparation begin 2009-11-05 23:16:44.094957 r2,work begin 2009-11-05 23:19:20.002993 r2
1331,work begin 2009-11-05 23:19:20.002993 r2,personal_hygiene begin 2009-11-05 23:20:43.002037 r2
1332,personal_hygiene begin 2009-11-05 23:20:43.002037 r2,work begin 2009-11-05 23:24:06.017671 r2
1333,work begin 2009-11-05 23:24:06.017671 r2,sleep begin 2009-11-05 23:31:23.082549 r2
1334,sleep begin 2009-11-05 23:31:23.082549 r2,personal_hygiene begin 2009-11-06 07:42:51.021763 r2
1335,personal_hygiene begin 2009-11-06 07:42:51.021763 r2,sleep begin 2009-11-06 07:49:25.035908 r2
1336,sleep begin 2009-11-06 07:49:25.035908 r2,work begin 2009-11-06 08:01:31.035881 r2
1337,work begin 2009-11-06 08:01:31.035881 r2,personal_hygiene begin 2009-11-06 08:04:11.074739 r2
1338,personal_hygiene begin 2009-11-06 08:04:11.074739 r2,personal_hygiene begin 2009-11-06 08:05:06.071574 r2
1339,personal_hygiene begin 2009-11-06 08:05:06.071574 r2,bathing begin 2009-11-06 08:07:52.012997 r2
1340,bathing begin 2009-11-06 08:07:52.012997 r2,personal_hygiene begin 2009-11-06 08:29:39.017766 r2
1341,personal_hygiene begin 2009-11-06 08:29:39.017766 r2,meal_preparation begin 2009-11-06 08:36:15.096758 r2
1342,meal_preparation begin 2009-11-06 08:36:15.096758 r2,eating begin 2009-11-06 08:53:55.097714 r2
1343,eating begin 2009-11-06 08:53:55.097714 r2,meal_preparation begin 2009-11-06 23:00:06.048725 r2
1344,meal_preparation begin 2009-11-06 23:00:06.048725 r2,work begin 2009-11-06 23:09:59.055774 r2
1345,work begin 2009-11-06 23:09:59.055774 r2,sleep begin 2009-11-06 23:18:40.044732 r2
1346,sleep begin 2009-11-06 23:18:40.044732 r2,personal_hygiene begin 2009-11-07 04:40:23.000909 r2
1347,personal_hygiene begin 2009-11-07 04:40:23.000909 r2,sleep begin 2009-11-07 04:45:34.012998 r2
1348,sleep begin 2009-11-07 04:45:34.012998 r2,personal_hygiene begin 2009-11-07 08:15:50.012061 r2
1349,personal_hygiene begin 2009-11-07 08:15:50.012061 r2,personal_hygiene begin 2009-11-07 08:18:41.060942 r2
1350,personal_hygiene begin 2009-11-07 08:18:41.060942 r2,leave_home begin 2009-11-07 08:22:01.049754 r2
1351,leave_home begin 2009-11-07 08:22:01.049754 r2,work begin 2009-11-07 23:00:09.010825 r2
1352,work begin 2009-11-07 23:00:09.010825 r2,personal_hygiene begin 2009-11-07 23:30:02.034778 r2
1353,personal_hygiene begin 2009-11-07 23:30:02.034778 r2,work begin 2009-11-07 23:31:16.043725 r2
1354,work begin 2009-11-07 23:31:16.043725 r2,work begin 2009-11-08 00:28:51.027937 r2
1355,work begin 2009-11-08 00:28:51.027937 r2,personal_hygiene begin 2009-11-08 00:41:48.016783 r2
1356,personal_hygiene begin 2009-11-08 00:41:48.016783 r2,work begin 2009-11-08 00:47:58.013021 r2
1357,work begin 2009-11-08 00:47:58.013021 r2,sleep begin 2009-11-08 00:53:01.031915 r2
1358,sleep begin 2009-11-08 00:53:01.031915 r2,personal_hygiene begin 2009-11-08 08:23:21.048368 r2
1359,personal_hygiene begin 2009-11-08 08:23:21.048368 r2,personal_hygiene begin 2009-11-08 08:25:47.005095 r2
1360,personal_hygiene begin 2009-11-08 08:25:47.005095 r2,bathing begin 2009-11-08 08:27:09.020896 r2
1361,bathing begin 2009-11-08 08:27:09.020896 r2,personal_hygiene begin 2009-11-08 08:54:16.026226 r2
1362,personal_hygiene begin 2009-11-08 08:54:16.026226 r2,enter_home begin 2009-11-09 00:35:52.082614 r2
1363,enter_home begin 2009-11-09 00:35:52.082614 r2,work begin 2009-11-09 00:36:26.004812 r2
1364,work begin 2009-11-09 00:36:26.004812 r2,sleep begin 2009-11-09 00:43:09.042803 r2
1365,sleep begin 2009-11-09 00:43:09.042803 r2,personal_hygiene begin 2009-11-09 06:56:06.092843 r2
1366,personal_hygiene begin 2009-11-09 06:56:06.092843 r2,sleep begin 2009-11-09 07:00:23.009366 r2
1367,sleep begin 2009-11-09 07:00:23.009366 r2,personal_hygiene begin 2009-11-09 07:10:49.053363 r2
1368,personal_hygiene begin 2009-11-09 07:10:49.053363 r2,personal_hygiene begin 2009-11-09 07:11:58.003456 r2
1369,personal_hygiene begin 2009-11-09 07:11:58.003456 r2,bathing begin 2009-11-09 07:13:38.037796 r2
1370,bathing begin 2009-11-09 07:13:38.037796 r2,meal_preparation begin 2009-11-09 07:37:55.042709 r2
1371,meal_preparation begin 2009-11-09 07:37:55.042709 r2,eating begin 2009-11-09 07:39:33.008353 r2
1372,eating begin 2009-11-09 07:39:33.008353 r2,work begin 2009-11-09 07:46:55.011896 r2
1373,work begin 2009-11-09 07:46:55.011896 r2,personal_hygiene begin 2009-11-09 07:54:57.007935 r2
1374,personal_hygiene begin 2009-11-09 07:54:57.007935 r2,work begin 2009-11-09 07:59:48.009172 r2
1375,work begin 2009-11-09 07:59:48.009172 r2,personal_hygiene begin 2009-11-09 08:16:02.000068 r2
1376,personal_hygiene begin 2009-11-09 08:16:02.000068 r2,work begin 2009-11-09 08:17:25.027672 r2
1377,work begin 2009-11-09 08:17:25.027672 r2,leave_home begin 2009-11-09 08:21:02.034686 r2
1378,leave_home begin 2009-11-09 08:21:02.034686 r2,enter_home begin 2009-11-10 01:14:00.092758 r2
1379,enter_home begin 2009-11-10 01:14:00.092758 r2,personal_hygiene begin 2009-11-10 01:14:56.029293 r2
1380,personal_hygiene begin 2009-11-10 01:14:56.029293 r2,work begin 2009-11-10 01:18:25.061906 r2
1381,work begin 2009-11-10 01:18:25.061906 r2,sleep begin 2009-11-10 01:39:05.096386 r2
1382,sleep begin 2009-11-10 01:39:05.096386 r2,personal_hygiene begin 2009-11-10 08:01:54.036024 r2
1383,personal_hygiene begin 2009-11-10 08:01:54.036024 r2,work begin 2009-11-10 08:05:13.016005 r2
1384,work begin 2009-11-10 08:05:13.016005 r2,personal_hygiene begin 2009-11-10 08:09:26.093946 r2
1385,personal_hygiene begin 2009-11-10 08:09:26.093946 r2,bathing begin 2009-11-10 08:12:51.008064 r2
1386,bathing begin 2009-11-10 08:12:51.008064 r2,personal_hygiene begin 2009-11-10 08:33:47.043976 r2
1387,personal_hygiene begin 2009-11-10 08:33:47.043976 r2,work begin 2009-11-10 08:40:38.023318 r2
1388,work begin 2009-11-10 08:40:38.023318 r2,personal_hygiene begin 2009-11-10 08:49:14.065152 r2
1389,personal_hygiene begin 2009-11-10 08:49:14.065152 r2,meal_preparation begin 2009-11-10 08:54:37.034721 r2
1390,meal_preparation begin 2009-11-10 08:54:37.034721 r2,watch_tv begin 2009-11-11 23:00:06.002298 r2
1391,watch_tv begin 2009-11-11 23:00:06.002298 r2,watch_tv begin 2009-11-12 00:20:33.087512 r2
1392,watch_tv begin 2009-11-12 00:20:33.087512 r2,personal_hygiene begin 2009-11-12 00:22:01.071114 r2
1393,personal_hygiene begin 2009-11-12 00:22:01.071114 r2,watch_tv begin 2009-11-12 00:28:16.000384 r2
1394,watch_tv begin 2009-11-12 00:28:16.000384 r2,watch_tv begin 2009-11-12 00:34:55.081086 r2
1395,watch_tv begin 2009-11-12 00:34:55.081086 r2,watch_tv begin 2009-11-12 00:47:39.061785 r2
1396,watch_tv begin 2009-11-12 00:47:39.061785 r2,watch_tv begin 2009-11-12 00:52:21.068238 r2
1397,watch_tv begin 2009-11-12 00:52:21.068238 r2,work begin 2009-11-12 01:03:32.060554 r2
1398,work begin 2009-11-12 01:03:32.060554 r2,meal_preparation begin 2009-11-12 01:16:31.079111 r2
1399,meal_preparation begin 2009-11-12 01:16:31.079111 r2,work begin 2009-11-12 01:20:51.041658 r2
1400,work begin 2009-11-12 01:20:51.041658 r2,personal_hygiene begin 2009-11-12 01:44:03.001327 r2
1401,personal_hygiene begin 2009-11-12 01:44:03.001327 r2,sleep begin 2009-11-12 01:57:01.077499 r2
1402,sleep begin 2009-11-12 01:57:01.077499 r2,personal_hygiene begin 2009-11-12 08:01:35.017482 r2
1403,personal_hygiene begin 2009-11-12 08:01:35.017482 r2,personal_hygiene begin 2009-11-12 08:04:55.038196 r2
1404,personal_hygiene begin 2009-11-12 08:04:55.038196 r2,bathing begin 2009-11-12 08:06:00.044321 r2
1405,bathing begin 2009-11-12 08:06:00.044321 r2,personal_hygiene begin 2009-11-12 08:29:13.074327 r2
1406,personal_hygiene begin 2009-11-12 08:29:13.074327 r2,work begin 2009-11-12 08:35:22.009021 r2
1407,work begin 2009-11-12 08:35:22.009021 r2,meal_preparation begin 2009-11-12 08:41:42.075274 r2
1408,meal_preparation begin 2009-11-12 08:41:42.075274 r2,personal_hygiene begin 2009-11-12 08:52:36.066349 r2
1409,personal_hygiene begin 2009-11-12 08:52:36.066349 r2,leave_home begin 2009-11-12 08:56:13.009042 r2
1410,leave_home begin 2009-11-12 08:56:13.009042 r2,sleep begin 2009-11-12 23:53:16.004971 r2
1411,sleep begin 2009-11-12 23:53:16.004971 r2,personal_hygiene begin 2009-11-13 06:59:32.016399 r2
1412,personal_hygiene begin 2009-11-13 06:59:32.016399 r2,sleep begin 2009-11-13 07:02:26.054291 r2
1413,sleep begin 2009-11-13 07:02:26.054291 r2,personal_hygiene begin 2009-11-13 07:40:10.000066 r2
1414,personal_hygiene begin 2009-11-13 07:40:10.000066 r2,work begin 2009-11-13 07:54:52.030221 r2
1415,work begin 2009-11-13 07:54:52.030221 r2,meal_preparation begin 2009-11-13 07:58:40.000111 r2
1416,meal_preparation begin 2009-11-13 07:58:40.000111 r2,eating begin 2009-11-13 08:01:27.036735 r2
1417,eating begin 2009-11-13 08:01:27.036735 r2,personal_hygiene begin 2009-11-13 08:21:46.065979 r2
1418,personal_hygiene begin 2009-11-13 08:21:46.065979 r2,work begin 2009-11-13 08:30:49.065982 r2
1419,work begin 2009-11-13 08:30:49.065982 r2,personal_hygiene begin 2009-11-13 08:33:29.032201 r2
1420,personal_hygiene begin 2009-11-13 08:33:29.032201 r2,work begin 2009-11-13 08:36:24.085219 r2
1421,work begin 2009-11-13 08:36:24.085219 r2,leave_home begin 2009-11-13 08:40:07.015157 r2
1422,leave_home begin 2009-11-13 08:40:07.015157 r2,enter_home begin 2009-11-13 23:23:09.086163 r2
1423,enter_home begin 2009-11-13 23:23:09.086163 r2,sleep begin 2009-11-13 23:26:02.060199 r2
1424,sleep begin 2009-11-13 23:26:02.060199 r2,leave_home begin 2009-11-13 23:54:22.032821 r2
1425,leave_home begin 2009-11-13 23:54:22.032821 r2,enter_home begin 2009-11-14 01:30:21.031863 r2
1426,enter_home begin 2009-11-14 01:30:21.031863 r2,personal_hygiene begin 2009-11-14 01:32:53.090333 r2
1427,personal_hygiene begin 2009-11-14 01:32:53.090333 r2,meal_preparation begin 2009-11-14 01:34:51.054306 r2
1428,meal_preparation begin 2009-11-14 01:34:51.054306 r2,leave_home begin 2009-11-14 01:36:05.031362 r2
1429,leave_home begin 2009-11-14 01:36:05.031362 r2,enter_home begin 2009-11-14 01:39:46.003152 r2
1430,enter_home begin 2009-11-14 01:39:46.003152 r2,personal_hygiene begin 2009-11-14 01:41:28.006358 r2
1431,personal_hygiene begin 2009-11-14 01:41:28.006358 r2,work begin 2009-11-14 01:43:06.090227 r2
1432,work begin 2009-11-14 01:43:06.090227 r2,sleep begin 2009-11-14 01:51:45.057622 r2
1433,sleep begin 2009-11-14 01:51:45.057622 r2,personal_hygiene begin 2009-11-14 02:07:14.086289 r2
1434,personal_hygiene begin 2009-11-14 02:07:14.086289 r2,sleep begin 2009-11-14 02:07:43.017568 r2
1435,sleep begin 2009-11-14 02:07:43.017568 r2,bed_toilet_transition begin 2009-11-14 04:53:38.003236 r2
1436,bed_toilet_transition begin 2009-11-14 04:53:38.003236 r2,sleep begin 2009-11-14 07:53:48.055337 r2
1437,sleep begin 2009-11-14 07:53:48.055337 r2,personal_hygiene begin 2009-11-14 08:08:31.050643 r2
1438,personal_hygiene begin 2009-11-14 08:08:31.050643 r2,work begin 2009-11-14 08:15:06.032794 r2
1439,work begin 2009-11-14 08:15:06.032794 r2,personal_hygiene begin 2009-11-14 08:17:25.000095 r2
1440,personal_hygiene begin 2009-11-14 08:17:25.000095 r2,leave_home begin 2009-11-14 08:24:19.030693 r2
1441,leave_home begin 2009-11-14 08:24:19.030693 r2,enter_home begin 2009-11-14 23:43:13.009444 r2
1442,enter_home begin 2009-11-14 23:43:13.009444 r2,work begin 2009-11-14 23:45:00.025953 r2
1443,work begin 2009-11-14 23:45:00.025953 r2,work begin 2009-11-14 23:47:18.041759 r2
1444,work begin 2009-11-14 23:47:18.041759 r2,work begin 2009-11-14 23:53:17.044198 r2
1445,work begin 2009-11-14 23:53:17.044198 r2,personal_hygiene begin 2009-11-15 00:02:11.000925 r2
1446,personal_hygiene begin 2009-11-15 00:02:11.000925 r2,work begin 2009-11-15 00:06:41.000779 r2
1447,work begin 2009-11-15 00:06:41.000779 r2,watch_tv begin 2009-11-15 00:09:23.011174 r2
1448,watch_tv begin 2009-11-15 00:09:23.011174 r2,meal_preparation begin 2009-11-15 00:13:05.001029 r2
1449,meal_preparation begin 2009-11-15 00:13:05.001029 r2,eating begin 2009-11-15 00:18:05.099686 r2
1450,eating begin 2009-11-15 00:18:05.099686 r2,watch_tv begin 2009-11-15 00:23:39.053903 r2
1451,watch_tv begin 2009-11-15 00:23:39.053903 r2,personal_hygiene begin 2009-11-15 00:39:13.052301 r2
1452,personal_hygiene begin 2009-11-15 00:39:13.052301 r2,work begin 2009-11-15 00:41:37.030829 r2
1453,work begin 2009-11-15 00:41:37.030829 r2,sleep begin 2009-11-15 00:46:35.011284 r2
1454,sleep begin 2009-11-15 00:46:35.011284 r2,personal_hygiene begin 2009-11-15 05:32:49.052944 r2
1455,personal_hygiene begin 2009-11-15 05:32:49.052944 r2,work begin 2009-11-15 05:36:33.080076 r2
1456,work begin 2009-11-15 05:36:33.080076 r2,watch_tv begin 2009-11-15 05:51:32.045223 r2
1457,watch_tv begin 2009-11-15 05:51:32.045223 r2,leave_home begin 2009-11-15 05:59:52.097285 r2
1458,leave_home begin 2009-11-15 05:59:52.097285 r2,enter_home begin 2009-11-15 07:10:05.022038 r2
1459,enter_home begin 2009-11-15 07:10:05.022038 r2,personal_hygiene begin 2009-11-15 07:10:30.052286 r2
1460,personal_hygiene begin 2009-11-15 07:10:30.052286 r2,work begin 2009-11-15 07:13:24.010283 r2
1461,work begin 2009-11-15 07:13:24.010283 r2,sleep begin 2009-11-15 07:16:54.070262 r2
1462,sleep begin 2009-11-15 07:16:54.070262 r2,work begin 2009-11-15 23:00:49.031513 r2
1463,work begin 2009-11-15 23:00:49.031513 r2,personal_hygiene begin 2009-11-16 00:16:18.098528 r2
1464,personal_hygiene begin 2009-11-16 00:16:18.098528 r2,sleep begin 2009-11-16 00:19:32.004264 r2
1465,sleep begin 2009-11-16 00:19:32.004264 r2,sleep begin 2009-11-16 02:41:00.050984 r2
1466,sleep begin 2009-11-16 02:41:00.050984 r2,personal_hygiene begin 2009-11-16 07:08:01.089941 r2
1467,personal_hygiene begin 2009-11-16 07:08:01.089941 r2,sleep begin 2009-11-16 07:14:13.027811 r2
1468,sleep begin 2009-11-16 07:14:13.027811 r2,personal_hygiene begin 2009-11-16 07:22:34.049607 r2
1469,personal_hygiene begin 2009-11-16 07:22:34.049607 r2,bathing begin 2009-11-16 07:23:55.029335 r2
1470,bathing begin 2009-11-16 07:23:55.029335 r2,personal_hygiene begin 2009-11-16 07:46:31.027624 r2
1471,personal_hygiene begin 2009-11-16 07:46:31.027624 r2,personal_hygiene begin 2009-11-16 07:49:19.069977 r2
1472,personal_hygiene begin 2009-11-16 07:49:19.069977 r2,work begin 2009-11-16 07:55:02.046949 r2
1473,work begin 2009-11-16 07:55:02.046949 r2,personal_hygiene begin 2009-11-16 08:00:28.099449 r2
1474,personal_hygiene begin 2009-11-16 08:00:28.099449 r2,work begin 2009-11-16 08:04:21.032563 r2
1475,work begin 2009-11-16 08:04:21.032563 r2,work begin 2009-11-16 08:19:42.099428 r2
1476,work begin 2009-11-16 08:19:42.099428 r2,meal_preparation begin 2009-11-16 08:22:35.028913 r2
1477,meal_preparation begin 2009-11-16 08:22:35.028913 r2,leave_home begin 2009-11-16 08:24:41.006278 r2
1478,leave_home begin 2009-11-16 08:24:41.006278 r2,watch_tv begin 2009-11-16 23:05:10.053282 r2
1479,watch_tv begin 2009-11-16 23:05:10.053282 r2,meal_preparation begin 2009-11-16 23:20:20.023951 r2
1480,meal_preparation begin 2009-11-16 23:20:20.023951 r2,eating begin 2009-11-16 23:22:05.003786 r2
1481,eating begin 2009-11-16 23:22:05.003786 r2,watch_tv begin 2009-11-16 23:28:59.023282 r2
1482,watch_tv begin 2009-11-16 23:28:59.023282 r2,work begin 2009-11-17 00:03:14.033997 r2
1483,work begin 2009-11-17 00:03:14.033997 r2,sleep begin 2009-11-17 01:03:27.035236 r2
1484,sleep begin 2009-11-17 01:03:27.035236 r2,personal_hygiene begin 2009-11-17 07:45:27.059268 r2
1485,personal_hygiene begin 2009-11-17 07:45:27.059268 r2,sleep begin 2009-11-17 07:47:23.077164 r2
1486,sleep begin 2009-11-17 07:47:23.077164 r2,personal_hygiene begin 2009-11-17 07:56:24.039311 r2
1487,personal_hygiene begin 2009-11-17 07:56:24.039311 r2,bathing begin 2009-11-17 07:57:58.052312 r2
1488,bathing begin 2009-11-17 07:57:58.052312 r2,personal_hygiene begin 2009-11-17 08:20:49.051922 r2
1489,personal_hygiene begin 2009-11-17 08:20:49.051922 r2,work begin 2009-11-17 08:27:55.066671 r2
1490,work begin 2009-11-17 08:27:55.066671 r2,personal_hygiene begin 2009-11-17 08:29:17.023751 r2
1491,personal_hygiene begin 2009-11-17 08:29:17.023751 r2,work begin 2009-11-17 08:32:17.081312 r2
1492,work begin 2009-11-17 08:32:17.081312 r2,meal_preparation begin 2009-11-17 08:41:40.025347 r2
1493,meal_preparation begin 2009-11-17 08:41:40.025347 r2,eating begin 2009-11-17 08:51:57.001767 r2
1494,eating begin 2009-11-17 08:51:57.001767 r2,leave_home begin 2009-11-17 08:54:40.052276 r2
1495,leave_home begin 2009-11-17 08:54:40.052276 r2,enter_home begin 2009-11-18 02:58:34.074174 r2
1496,enter_home begin 2009-11-18 02:58:34.074174 r2,personal_hygiene begin 2009-11-18 03:00:06.082513 r2
1497,personal_hygiene begin 2009-11-18 03:00:06.082513 r2,sleep begin 2009-11-18 03:03:34.090316 r2
1498,sleep begin 2009-11-18 03:03:34.090316 r2,personal_hygiene begin 2009-11-18 07:36:22.083129 r2
1499,personal_hygiene begin 2009-11-18 07:36:22.083129 r2,personal_hygiene begin 2009-11-18 07:39:46.067389 r2
1500,personal_hygiene begin 2009-11-18 07:39:46.067389 r2,work begin 2009-11-18 07:52:33.087827 r2
1501,work begin 2009-11-18 07:52:33.087827 r2,personal_hygiene begin 2009-11-18 08:04:18.021908 r2
1502,personal_hygiene begin 2009-11-18 08:04:18.021908 r2,work begin 2009-11-18 08:06:47.073585 r2
1503,work begin 2009-11-18 08:06:47.073585 r2,meal_preparation begin 2009-11-18 08:11:04.015404 r2
1504,meal_preparation begin 2009-11-18 08:11:04.015404 r2,leave_home begin 2009-11-18 08:11:44.000015 r2
1505,leave_home begin 2009-11-18 08:11:44.000015 r2,enter_home begin 2009-11-19 00:46:25.086638 r2
1506,enter_home begin 2009-11-19 00:46:25.086638 r2,meal_preparation begin 2009-11-19 00:46:46.004697 r2
