,0,1
1263,watch_tv begin 2009-10-01 23:00:47.073778 r1,work begin 2009-10-02 01:15:41.046204 r1
1264,work begin 2009-10-02 01:15:41.046204 r1,personal_hygiene begin 2009-10-02 01:28:08.017621 r1
1265,personal_hygiene begin 2009-10-02 01:28:08.017621 r1,work begin 2009-10-02 01:30:11.005571 r1
1266,work begin 2009-10-02 01:30:11.005571 r1,personal_hygiene begin 2009-10-02 01:35:34.095578 r1
1267,personal_hygiene begin 2009-10-02 01:35:34.095578 r1,sleep begin 2009-10-02 01:45:04.074241 r1
1268,sleep begin 2009-10-02 01:45:04.074241 r1,work begin 2009-10-02 07:18:12.007547 r1
1269,work begin 2009-10-02 07:18:12.007547 r1,personal_hygiene begin 2009-10-02 07:22:00.065113 r1
1270,personal_hygiene begin 2009-10-02 07:22:00.065113 r1,work begin 2009-10-02 07:23:36.001969 r1
1271,work begin 2009-10-02 07:23:36.001969 r1,leave_home begin 2009-10-02 07:25:46.002594 r1
1272,leave_home begin 2009-10-02 07:25:46.002594 r1,watch_tv begin 2009-10-02 23:02:17.011556 r1
1273,watch_tv begin 2009-10-02 23:02:17.011556 r1,meal_preparation begin 2009-10-02 23:22:49.034437 r1
1274,meal_preparation begin 2009-10-02 23:22:49.034437 r1,eating begin 2009-10-02 23:38:27.059144 r1
1275,eating begin 2009-10-02 23:38:27.059144 r1,work begin 2009-10-02 23:58:20.026702 r1
1276,work begin 2009-10-02 23:58:20.026702 r1,personal_hygiene begin 2009-10-03 00:04:33.060153 r1
1277,personal_hygiene begin 2009-10-03 00:04:33.060153 r1,leave_home begin 2009-10-03 00:09:51.002484 r1
1278,leave_home begin 2009-10-03 00:09:51.002484 r1,enter_home begin 2009-10-03 01:10:49.075122 r1
1279,enter_home begin 2009-10-03 01:10:49.075122 r1,personal_hygiene begin 2009-10-03 01:21:52.012169 r1
1280,personal_hygiene begin 2009-10-03 01:21:52.012169 r1,work begin 2009-10-03 01:22:29.089508 r1
1281,work begin 2009-10-03 01:22:29.089508 r1,sleep begin 2009-10-03 01:33:13.062405 r1
1282,sleep begin 2009-10-03 01:33:13.062405 r1,personal_hygiene begin 2009-10-03 06:56:53.070747 r1
1283,personal_hygiene begin 2009-10-03 06:56:53.070747 r1,personal_hygiene begin 2009-10-03 07:05:20.021699 r1
1284,personal_hygiene begin 2009-10-03 07:05:20.021699 r1,work begin 2009-10-03 07:07:46.006817 r1
1285,work begin 2009-10-03 07:07:46.006817 r1,meal_preparation begin 2009-10-03 07:18:09.044533 r1
1286,meal_preparation begin 2009-10-03 07:18:09.044533 r1,leave_home begin 2009-10-03 07:20:06.022976 r1
1287,leave_home begin 2009-10-03 07:20:06.022976 r1,sleep begin 2009-10-03 23:00:06.078089 r1
1288,sleep begin 2009-10-03 23:00:06.078089 r1,personal_hygiene begin 2009-10-04 04:50:35.000489 r1
1289,personal_hygiene begin 2009-10-04 04:50:35.000489 r1,personal_hygiene begin 2009-10-04 04:53:50.061578 r1
1290,personal_hygiene begin 2009-10-04 04:53:50.061578 r1,personal_hygiene begin 2009-10-04 04:58:07.047713 r1
1291,personal_hygiene begin 2009-10-04 04:58:07.047713 r1,work begin 2009-10-04 04:58:48.022462 r1
1292,work begin 2009-10-04 04:58:48.022462 r1,meal_preparation begin 2009-10-04 05:01:44.085398 r1
1293,meal_preparation begin 2009-10-04 05:01:44.085398 r1,leave_home begin 2009-10-04 05:03:27.021759 r1
1294,leave_home begin 2009-10-04 05:03:27.021759 r1,personal_hygiene begin 2009-10-04 23:07:38.084144 r1
1295,personal_hygiene begin 2009-10-04 23:07:38.084144 r1,work begin 2009-10-04 23:15:06.009025 r1
1296,work begin 2009-10-04 23:15:06.009025 r1,work begin 2009-10-04 23:23:41.050111 r1
1297,work begin 2009-10-04 23:23:41.050111 r1,work begin 2009-10-04 23:30:29.077343 r1
1298,work begin 2009-10-04 23:30:29.077343 r1,sleep begin 2009-10-04 23:38:40.027529 r1
1299,sleep begin 2009-10-04 23:38:40.027529 r1,personal_hygiene begin 2009-10-05 07:00:34.063014 r1
1300,personal_hygiene begin 2009-10-05 07:00:34.063014 r1,work begin 2009-10-05 07:03:00.009534 r1
1301,work begin 2009-10-05 07:03:00.009534 r1,work begin 2009-10-05 07:12:01.043583 r1
1302,work begin 2009-10-05 07:12:01.043583 r1,personal_hygiene begin 2009-10-05 07:13:32.087701 r1
1303,personal_hygiene begin 2009-10-05 07:13:32.087701 r1,leave_home begin 2009-10-05 07:16:25.060554 r1
1304,leave_home begin 2009-10-05 07:16:25.060554 r1,watch_tv begin 2009-10-05 23:02:46.068327 r1
1305,watch_tv begin 2009-10-05 23:02:46.068327 r1,sleeping_not_in_bed begin 2009-10-06 00:08:55.003126 r1
1306,sleeping_not_in_bed begin 2009-10-06 00:08:55.003126 r1,work begin 2009-10-06 01:34:38.084507 r1
1307,work begin 2009-10-06 01:34:38.084507 r1,work begin 2009-10-06 01:48:38.085469 r1
1308,work begin 2009-10-06 01:48:38.085469 r1,work begin 2009-10-06 02:09:31.089443 r1
1309,work begin 2009-10-06 02:09:31.089443 r1,personal_hygiene begin 2009-10-06 02:29:39.060491 r1
1310,personal_hygiene begin 2009-10-06 02:29:39.060491 r1,personal_hygiene begin 2009-10-06 02:35:01.002098 r1
1311,personal_hygiene begin 2009-10-06 02:35:01.002098 r1,personal_hygiene begin 2009-10-06 02:39:18.024977 r1
1312,personal_hygiene begin 2009-10-06 02:39:18.024977 r1,work begin 2009-10-06 02:43:19.094781 r1
1313,work begin 2009-10-06 02:43:19.094781 r1,sleep begin 2009-10-06 02:51:15.047558 r1
1314,sleep begin 2009-10-06 02:51:15.047558 r1,personal_hygiene begin 2009-10-06 08:26:44.004815 r1
1315,personal_hygiene begin 2009-10-06 08:26:44.004815 r1,personal_hygiene begin 2009-10-06 08:42:25.059652 r1
1316,personal_hygiene begin 2009-10-06 08:42:25.059652 r1,work begin 2009-10-06 08:45:53.002433 r1
1317,work begin 2009-10-06 08:45:53.002433 r1,meal_preparation begin 2009-10-06 08:53:58.013243 r1
1318,meal_preparation begin 2009-10-06 08:53:58.013243 r1,leave_home begin 2009-10-06 09:00:17.042452 r1
1319,leave_home begin 2009-10-06 09:00:17.042452 r1,work begin 2009-10-06 23:00:52.004291 r1
1320,work begin 2009-10-06 23:00:52.004291 r1,meal_preparation begin 2009-10-06 23:51:08.090048 r1
1321,meal_preparation begin 2009-10-06 23:51:08.090048 r1,work begin 2009-10-07 00:09:53.018418 r1
1322,work begin 2009-10-07 00:09:53.018418 r1,sleep begin 2009-10-07 01:10:31.088664 r1
1323,sleep begin 2009-10-07 01:10:31.088664 r1,personal_hygiene begin 2009-10-07 07:02:51.091026 r1
1324,personal_hygiene begin 2009-10-07 07:02:51.091026 r1,personal_hygiene begin 2009-10-07 07:05:51.096654 r1
1325,personal_hygiene begin 2009-10-07 07:05:51.096654 r1,personal_hygiene begin 2009-10-07 07:09:45.013301 r1
1326,personal_hygiene begin 2009-10-07 07:09:45.013301 r1,personal_hygiene begin 2009-10-07 07:14:51.079559 r1
1327,personal_hygiene begin 2009-10-07 07:14:51.079559 r1,work begin 2009-10-07 07:19:29.025865 r1
1328,work begin 2009-10-07 07:19:29.025865 r1,personal_hygiene begin 2009-10-07 07:22:26.075223 r1
1329,personal_hygiene begin 2009-10-07 07:22:26.075223 r1,leave_home begin 2009-10-07 07:24:15.025233 r1
1330,leave_home begin 2009-10-07 07:24:15.025233 r1,watch_tv begin 2009-10-07 23:04:57.033136 r1
1331,watch_tv begin 2009-10-07 23:04:57.033136 r1,personal_hygiene begin 2009-10-08 00:04:52.069965 r1
1332,personal_hygiene begin 2009-10-08 00:04:52.069965 r1,work begin 2009-10-08 00:17:59.074923 r1
1333,work begin 2009-10-08 00:17:59.074923 r1,sleep begin 2009-10-08 00:25:37.076028 r1
1334,sleep begin 2009-10-08 00:25:37.076028 r1,personal_hygiene begin 2009-10-08 08:28:40.046643 r1
1335,personal_hygiene begin 2009-10-08 08:28:40.046643 r1,personal_hygiene begin 2009-10-08 08:31:14.060075 r1
1336,personal_hygiene begin 2009-10-08 08:31:14.060075 r1,work begin 2009-10-08 08:42:46.072986 r1
1337,work begin 2009-10-08 08:42:46.072986 r1,personal_hygiene begin 2009-10-08 08:50:24.088282 r1
1338,personal_hygiene begin 2009-10-08 08:50:24.088282 r1,personal_hygiene begin 2009-10-08 08:55:15.032998 r1
1339,personal_hygiene begin 2009-10-08 08:55:15.032998 r1,work begin 2009-10-08 08:58:45.094297 r1
1340,work begin 2009-10-08 08:58:45.094297 r1,enter_home begin 2009-10-10 03:00:55.042564 r1
1341,enter_home begin 2009-10-10 03:00:55.042564 r1,watch_tv begin 2009-10-10 03:03:42.051073 r1
1342,watch_tv begin 2009-10-10 03:03:42.051073 r1,work begin 2009-10-10 03:10:55.042988 r1
1343,work begin 2009-10-10 03:10:55.042988 r1,personal_hygiene begin 2009-10-10 03:13:58.020101 r1
1344,personal_hygiene begin 2009-10-10 03:13:58.020101 r1,personal_hygiene begin 2009-10-10 03:40:08.031244 r1
1345,personal_hygiene begin 2009-10-10 03:40:08.031244 r1,sleeping_not_in_bed begin 2009-10-10 03:58:11.047206 r1
1346,sleeping_not_in_bed begin 2009-10-10 03:58:11.047206 r1,work begin 2009-10-10 06:52:28.008029 r1
1347,work begin 2009-10-10 06:52:28.008029 r1,personal_hygiene begin 2009-10-10 07:00:57.025197 r1
1348,personal_hygiene begin 2009-10-10 07:00:57.025197 r1,personal_hygiene begin 2009-10-10 07:08:49.014177 r1
1349,personal_hygiene begin 2009-10-10 07:08:49.014177 r1,work begin 2009-10-10 07:11:40.052989 r1
1350,work begin 2009-10-10 07:11:40.052989 r1,leave_home begin 2009-10-10 07:22:59.041238 r1
1351,leave_home begin 2009-10-10 07:22:59.041238 r1,watch_tv begin 2009-10-10 23:00:13.030059 r1
1352,watch_tv begin 2009-10-10 23:00:13.030059 r1,personal_hygiene begin 2009-10-10 23:09:29.013037 r1
1353,personal_hygiene begin 2009-10-10 23:09:29.013037 r1,watch_tv begin 2009-10-10 23:14:56.090145 r1
1354,watch_tv begin 2009-10-10 23:14:56.090145 r1,sleep begin 2009-10-10 23:41:23.055212 r1
1355,sleep begin 2009-10-10 23:41:23.055212 r1,personal_hygiene begin 2009-10-11 04:16:49.075038 r1
1356,personal_hygiene begin 2009-10-11 04:16:49.075038 r1,work begin 2009-10-11 04:25:00.019173 r1
1357,work begin 2009-10-11 04:25:00.019173 r1,personal_hygiene begin 2009-10-11 04:32:17.053799 r1
1358,personal_hygiene begin 2009-10-11 04:32:17.053799 r1,work begin 2009-10-11 04:34:05.027058 r1
1359,work begin 2009-10-11 04:34:05.027058 r1,leave_home begin 2009-10-11 04:39:55.057992 r1
1360,leave_home begin 2009-10-11 04:39:55.057992 r1,watch_tv begin 2009-10-11 23:00:05.017737 r1
1361,watch_tv begin 2009-10-11 23:00:05.017737 r1,watch_tv begin 2009-10-11 23:34:02.097557 r1
1362,watch_tv begin 2009-10-11 23:34:02.097557 r1,personal_hygiene begin 2009-10-11 23:46:32.096838 r1
1363,personal_hygiene begin 2009-10-11 23:46:32.096838 r1,personal_hygiene begin 2009-10-11 23:55:13.017938 r1
1364,personal_hygiene begin 2009-10-11 23:55:13.017938 r1,personal_hygiene begin 2009-10-11 23:58:58.011531 r1
1365,personal_hygiene begin 2009-10-11 23:58:58.011531 r1,meal_preparation begin 2009-10-12 00:03:56.056072 r1
1366,meal_preparation begin 2009-10-12 00:03:56.056072 r1,eating begin 2009-10-12 00:15:58.031005 r1
1367,eating begin 2009-10-12 00:15:58.031005 r1,work begin 2009-10-12 02:02:47.043645 r1
1368,work begin 2009-10-12 02:02:47.043645 r1,sleep begin 2009-10-12 02:11:48.029916 r1
1369,sleep begin 2009-10-12 02:11:48.029916 r1,personal_hygiene begin 2009-10-12 06:48:04.034516 r1
1370,personal_hygiene begin 2009-10-12 06:48:04.034516 r1,work begin 2009-10-12 06:50:59.016608 r1
1371,work begin 2009-10-12 06:50:59.016608 r1,personal_hygiene begin 2009-10-12 06:58:15.008365 r1
1372,personal_hygiene begin 2009-10-12 06:58:15.008365 r1,work begin 2009-10-12 06:59:33.022944 r1
1373,work begin 2009-10-12 06:59:33.022944 r1,personal_hygiene begin 2009-10-12 07:08:38.058261 r1
1374,personal_hygiene begin 2009-10-12 07:08:38.058261 r1,personal_hygiene begin 2009-10-12 07:13:33.046856 r1
1375,personal_hygiene begin 2009-10-12 07:13:33.046856 r1,work begin 2009-10-12 07:15:00.006158 r1
1376,work begin 2009-10-12 07:15:00.006158 r1,leave_home begin 2009-10-12 07:21:06.044674 r1
1377,leave_home begin 2009-10-12 07:21:06.044674 r1,personal_hygiene begin 2009-10-12 23:00:08.008724 r1
1378,personal_hygiene begin 2009-10-12 23:00:08.008724 r1,work begin 2009-10-12 23:14:22.052971 r1
1379,work begin 2009-10-12 23:14:22.052971 r1,personal_hygiene begin 2009-10-12 23:16:23.011843 r1
1380,personal_hygiene begin 2009-10-12 23:16:23.011843 r1,watch_tv begin 2009-10-12 23:20:17.016987 r1
1381,watch_tv begin 2009-10-12 23:20:17.016987 r1,personal_hygiene begin 2009-10-13 02:13:05.052659 r1
1382,personal_hygiene begin 2009-10-13 02:13:05.052659 r1,work begin 2009-10-13 02:17:01.059852 r1
1383,work begin 2009-10-13 02:17:01.059852 r1,sleep begin 2009-10-13 02:22:15.016008 r1
1384,sleep begin 2009-10-13 02:22:15.016008 r1,personal_hygiene begin 2009-10-13 08:45:14.007822 r1
1385,personal_hygiene begin 2009-10-13 08:45:14.007822 r1,work begin 2009-10-13 08:49:42.038951 r1
1386,work begin 2009-10-13 08:49:42.038951 r1,personal_hygiene begin 2009-10-13 08:57:13.028195 r1
1387,personal_hygiene begin 2009-10-13 08:57:13.028195 r1,work begin 2009-10-13 08:59:18.034271 r1
1388,work begin 2009-10-13 08:59:18.034271 r1,enter_home begin 2009-10-14 00:41:33.013762 r1
1389,enter_home begin 2009-10-14 00:41:33.013762 r1,meal_preparation begin 2009-10-14 00:43:03.002102 r1
1390,meal_preparation begin 2009-10-14 00:43:03.002102 r1,eating begin 2009-10-14 00:45:17.000546 r1
1391,eating begin 2009-10-14 00:45:17.000546 r1,watch_tv begin 2009-10-14 00:45:20.011004 r1
1392,watch_tv begin 2009-10-14 00:45:20.011004 r1,personal_hygiene begin 2009-10-14 01:35:17.080085 r1
1393,personal_hygiene begin 2009-10-14 01:35:17.080085 r1,sleep begin 2009-10-14 01:41:15.047097 r1
1394,sleep begin 2009-10-14 01:41:15.047097 r1,personal_hygiene begin 2009-10-14 06:41:04.008391 r1
1395,personal_hygiene begin 2009-10-14 06:41:04.008391 r1,bathing begin 2009-10-14 06:44:08.060964 r1
1396,bathing begin 2009-10-14 06:44:08.060964 r1,work begin 2009-10-14 06:58:35.013481 r1
1397,work begin 2009-10-14 06:58:35.013481 r1,personal_hygiene begin 2009-10-14 07:08:40.076011 r1
1398,personal_hygiene begin 2009-10-14 07:08:40.076011 r1,personal_hygiene begin 2009-10-14 07:09:22.054355 r1
1399,personal_hygiene begin 2009-10-14 07:09:22.054355 r1,work begin 2009-10-14 07:10:30.094105 r1
1400,work begin 2009-10-14 07:10:30.094105 r1,personal_hygiene begin 2009-10-14 07:12:05.004053 r1
1401,personal_hygiene begin 2009-10-14 07:12:05.004053 r1,work begin 2009-10-14 07:17:46.059051 r1
1402,work begin 2009-10-14 07:17:46.059051 r1,leave_home begin 2009-10-14 07:22:18.072036 r1
1403,leave_home begin 2009-10-14 07:22:18.072036 r1,enter_home begin 2009-10-15 07:41:02.020399 r1
1404,enter_home begin 2009-10-15 07:41:02.020399 r1,work begin 2009-10-15 07:41:55.018299 r1
1405,work begin 2009-10-15 07:41:55.018299 r1,personal_hygiene begin 2009-10-15 08:54:00.050933 r1
1406,personal_hygiene begin 2009-10-15 08:54:00.050933 r1,work begin 2009-10-15 08:54:47.046692 r1
1407,work begin 2009-10-15 08:54:47.046692 r1,personal_hygiene begin 2009-10-15 08:57:15.040154 r1
1408,personal_hygiene begin 2009-10-15 08:57:15.040154 r1,enter_home begin 2009-10-19 01:33:37.038959 r1
1409,enter_home begin 2009-10-19 01:33:37.038959 r1,meal_preparation begin 2009-10-19 01:38:59.029455 r1
1410,meal_preparation begin 2009-10-19 01:38:59.029455 r1,personal_hygiene begin 2009-10-19 01:43:11.027945 r1
1411,personal_hygiene begin 2009-10-19 01:43:11.027945 r1,sleep begin 2009-10-19 01:48:14.010263 r1
1412,sleep begin 2009-10-19 01:48:14.010263 r1,bed_toilet_transition begin 2009-10-19 02:51:35.047179 r1
1413,bed_toilet_transition begin 2009-10-19 02:51:35.047179 r1,sleep begin 2009-10-19 02:54:45.052131 r1
1414,sleep begin 2009-10-19 02:54:45.052131 r1,personal_hygiene begin 2009-10-19 07:02:19.005148 r1
1415,personal_hygiene begin 2009-10-19 07:02:19.005148 r1,personal_hygiene begin 2009-10-19 07:03:32.082126 r1
1416,personal_hygiene begin 2009-10-19 07:03:32.082126 r1,bathing begin 2009-10-19 07:04:37.073113 r1
1417,bathing begin 2009-10-19 07:04:37.073113 r1,personal_hygiene begin 2009-10-19 07:16:07.019676 r1
1418,personal_hygiene begin 2009-10-19 07:16:07.019676 r1,personal_hygiene begin 2009-10-19 07:20:09.001034 r1
1419,personal_hygiene begin 2009-10-19 07:20:09.001034 r1,work begin 2009-10-19 07:21:44.087698 r1
1420,work begin 2009-10-19 07:21:44.087698 r1,leave_home begin 2009-10-19 07:24:39.097293 r1
1421,leave_home begin 2009-10-19 07:24:39.097293 r1,enter_home begin 2009-10-20 00:26:26.012902 r1
1422,enter_home begin 2009-10-20 00:26:26.012902 r1,meal_preparation begin 2009-10-20 00:26:39.016117 r1
1423,meal_preparation begin 2009-10-20 00:26:39.016117 r1,sleep begin 2009-10-20 00:36:16.008108 r1
1424,sleep begin 2009-10-20 00:36:16.008108 r1,sleep begin 2009-10-20 00:45:32.009048 r1
1425,sleep begin 2009-10-20 00:45:32.009048 r1,bed_toilet_transition begin 2009-10-20 04:16:13.035774 r1
1426,bed_toilet_transition begin 2009-10-20 04:16:13.035774 r1,sleep begin 2009-10-20 04:18:00.007514 r1
1427,sleep begin 2009-10-20 04:18:00.007514 r1,work begin 2009-10-20 08:02:23.058309 r1
1428,work begin 2009-10-20 08:02:23.058309 r1,personal_hygiene begin 2009-10-20 08:35:18.045821 r1
1429,personal_hygiene begin 2009-10-20 08:35:18.045821 r1,personal_hygiene begin 2009-10-20 08:53:29.076983 r1
1430,personal_hygiene begin 2009-10-20 08:53:29.076983 r1,sleep begin 2009-10-20 23:02:30.009876 r1
1431,sleep begin 2009-10-20 23:02:30.009876 r1,work begin 2009-10-20 23:52:16.043597 r1
1432,work begin 2009-10-20 23:52:16.043597 r1,sleep begin 2009-10-21 00:06:41.046787 r1
1433,sleep begin 2009-10-21 00:06:41.046787 r1,personal_hygiene begin 2009-10-21 07:00:58.044358 r1
1434,personal_hygiene begin 2009-10-21 07:00:58.044358 r1,bathing begin 2009-10-21 07:03:03.011521 r1
1435,bathing begin 2009-10-21 07:03:03.011521 r1,meal_preparation begin 2009-10-21 07:19:20.099873 r1
1436,meal_preparation begin 2009-10-21 07:19:20.099873 r1,leave_home begin 2009-10-21 07:24:07.044199 r1
1437,leave_home begin 2009-10-21 07:24:07.044199 r1,enter_home begin 2009-10-22 00:13:00.040114 r1
1438,enter_home begin 2009-10-22 00:13:00.040114 r1,meal_preparation begin 2009-10-22 00:13:33.097734 r1
1439,meal_preparation begin 2009-10-22 00:13:33.097734 r1,eating begin 2009-10-22 00:30:39.003513 r1
1440,eating begin 2009-10-22 00:30:39.003513 r1,personal_hygiene begin 2009-10-22 01:18:51.003812 r1
1441,personal_hygiene begin 2009-10-22 01:18:51.003812 r1,personal_hygiene begin 2009-10-22 01:21:34.056548 r1
1442,personal_hygiene begin 2009-10-22 01:21:34.056548 r1,work begin 2009-10-22 01:22:53.066321 r1
1443,work begin 2009-10-22 01:22:53.066321 r1,sleep begin 2009-10-22 01:39:32.001512 r1
1444,sleep begin 2009-10-22 01:39:32.001512 r1,personal_hygiene begin 2009-10-22 08:31:11.010931 r1
1445,personal_hygiene begin 2009-10-22 08:31:11.010931 r1,personal_hygiene begin 2009-10-22 08:34:04.093849 r1
1446,personal_hygiene begin 2009-10-22 08:34:04.093849 r1,personal_hygiene begin 2009-10-22 08:36:06.002926 r1
1447,personal_hygiene begin 2009-10-22 08:36:06.002926 r1,work begin 2009-10-22 08:36:22.004608 r1
1448,work begin 2009-10-22 08:36:22.004608 r1,personal_hygiene begin 2009-10-22 08:38:46.066902 r1
1449,personal_hygiene begin 2009-10-22 08:38:46.066902 r1,work begin 2009-10-22 08:41:41.066406 r1
1450,work begin 2009-10-22 08:41:41.066406 r1,meal_preparation begin 2009-10-22 23:01:24.015935 r1
1451,meal_preparation begin 2009-10-22 23:01:24.015935 r1,eating begin 2009-10-22 23:06:01.064368 r1
1452,eating begin 2009-10-22 23:06:01.064368 r1,watch_tv begin 2009-10-22 23:20:19.071957 r1
1453,watch_tv begin 2009-10-22 23:20:19.071957 r1,sleep begin 2009-10-22 23:55:32.067429 r1
1454,sleep begin 2009-10-22 23:55:32.067429 r1,work begin 2009-10-23 01:08:14.034824 r1
1455,work begin 2009-10-23 01:08:14.034824 r1,personal_hygiene begin 2009-10-23 01:12:23.021889 r1
1456,personal_hygiene begin 2009-10-23 01:12:23.021889 r1,personal_hygiene begin 2009-10-23 01:13:35.040999 r1
1457,personal_hygiene begin 2009-10-23 01:13:35.040999 r1,work begin 2009-10-23 01:15:05.016942 r1
1458,work begin 2009-10-23 01:15:05.016942 r1,personal_hygiene begin 2009-10-23 01:16:34.000173 r1
1459,personal_hygiene begin 2009-10-23 01:16:34.000173 r1,work begin 2009-10-23 01:22:23.055829 r1
1460,work begin 2009-10-23 01:22:23.055829 r1,sleep begin 2009-10-23 01:27:46.035929 r1
1461,sleep begin 2009-10-23 01:27:46.035929 r1,leave_home begin 2009-10-23 07:28:08.000471 r1
1462,leave_home begin 2009-10-23 07:28:08.000471 r1,enter_home begin 2009-10-23 23:11:29.061322 r1
1463,enter_home begin 2009-10-23 23:11:29.061322 r1,personal_hygiene begin 2009-10-23 23:13:03.045922 r1
1464,personal_hygiene begin 2009-10-23 23:13:03.045922 r1,meal_preparation begin 2009-10-23 23:21:05.003815 r1
1465,meal_preparation begin 2009-10-23 23:21:05.003815 r1,work begin 2009-10-23 23:54:40.008794 r1
1466,work begin 2009-10-23 23:54:40.008794 r1,leave_home begin 2009-10-24 00:00:05.045052 r1
1467,leave_home begin 2009-10-24 00:00:05.045052 r1,enter_home begin 2009-10-24 00:06:20.063837 r1
1468,enter_home begin 2009-10-24 00:06:20.063837 r1,work begin 2009-10-24 00:07:31.024662 r1
1469,work begin 2009-10-24 00:07:31.024662 r1,sleep begin 2009-10-24 00:34:00.054844 r1
1470,sleep begin 2009-10-24 00:34:00.054844 r1,personal_hygiene begin 2009-10-24 05:37:18.099634 r1
1471,personal_hygiene begin 2009-10-24 05:37:18.099634 r1,bathing begin 2009-10-24 05:38:13.015144 r1
1472,bathing begin 2009-10-24 05:38:13.015144 r1,work begin 2009-10-24 05:46:24.013115 r1
1473,work begin 2009-10-24 05:46:24.013115 r1,personal_hygiene begin 2009-10-24 05:56:19.092619 r1
1474,personal_hygiene begin 2009-10-24 05:56:19.092619 r1,personal_hygiene begin 2009-10-24 06:04:59.005103 r1
1475,personal_hygiene begin 2009-10-24 06:04:59.005103 r1,work begin 2009-10-24 06:08:09.057472 r1
1476,work begin 2009-10-24 06:08:09.057472 r1,meal_preparation begin 2009-10-24 06:17:27.099004 r1
1477,meal_preparation begin 2009-10-24 06:17:27.099004 r1,leave_home begin 2009-10-24 06:20:06.047547 r1
1478,leave_home begin 2009-10-24 06:20:06.047547 r1,meal_preparation begin 2009-10-24 23:00:01.072718 r1
1479,meal_preparation begin 2009-10-24 23:00:01.072718 r1,eating begin 2009-10-25 00:05:10.053068 r1
1480,eating begin 2009-10-25 00:05:10.053068 r1,sleep begin 2009-10-25 02:30:36.037937 r1
1481,sleep begin 2009-10-25 02:30:36.037937 r1,watch_tv begin 2009-11-02 23:01:14.036079 r1
1482,watch_tv begin 2009-11-02 23:01:14.036079 r1,personal_hygiene begin 2009-11-03 00:23:42.008893 r1
1483,personal_hygiene begin 2009-11-03 00:23:42.008893 r1,work begin 2009-11-03 00:25:56.051645 r1
1484,work begin 2009-11-03 00:25:56.051645 r1,sleep begin 2009-11-03 00:30:53.058398 r1
1485,sleep begin 2009-11-03 00:30:53.058398 r1,personal_hygiene begin 2009-11-03 08:04:46.005666 r1
1486,personal_hygiene begin 2009-11-03 08:04:46.005666 r1,personal_hygiene begin 2009-11-03 08:09:04.005985 r1
1487,personal_hygiene begin 2009-11-03 08:09:04.005985 r1,bathing begin 2009-11-03 08:11:15.092057 r1
1488,bathing begin 2009-11-03 08:11:15.092057 r1,work begin 2009-11-03 08:25:18.075311 r1
1489,work begin 2009-11-03 08:25:18.075311 r1,personal_hygiene begin 2009-11-03 08:33:08.099546 r1
1490,personal_hygiene begin 2009-11-03 08:33:08.099546 r1,work begin 2009-11-03 08:35:38.063725 r1
1491,work begin 2009-11-03 08:35:38.063725 r1,personal_hygiene begin 2009-11-03 08:42:39.095721 r1
1492,personal_hygiene begin 2009-11-03 08:42:39.095721 r1,work begin 2009-11-03 08:45:37.004793 r1
1493,work begin 2009-11-03 08:45:37.004793 r1,leave_home begin 2009-11-03 08:52:21.084308 r1
1494,leave_home begin 2009-11-03 08:52:21.084308 r1,work begin 2009-11-03 23:00:00.093276 r1
1495,work begin 2009-11-03 23:00:00.093276 r1,meal_preparation begin 2009-11-03 23:12:43.001169 r1
1496,meal_preparation begin 2009-11-03 23:12:43.001169 r1,leave_home begin 2009-11-03 23:13:12.094928 r1
1497,leave_home begin 2009-11-03 23:13:12.094928 r1,enter_home begin 2009-11-03 23:16:04.051409 r1
1498,enter_home begin 2009-11-03 23:16:04.051409 r1,personal_hygiene begin 2009-11-03 23:18:17.065266 r1
1499,personal_hygiene begin 2009-11-03 23:18:17.065266 r1,work begin 2009-11-03 23:22:16.040912 r1
1500,work begin 2009-11-03 23:22:16.040912 r1,sleep begin 2009-11-04 00:53:07.063748 r1
1501,sleep begin 2009-11-04 00:53:07.063748 r1,bed_toilet_transition begin 2009-11-04 03:02:46.042698 r1
1502,bed_toilet_transition begin 2009-11-04 03:02:46.042698 r1,personal_hygiene begin 2009-11-04 07:07:35.062748 r1
1503,personal_hygiene begin 2009-11-04 07:07:35.062748 r1,work begin 2009-11-04 07:09:42.030807 r1
1504,work begin 2009-11-04 07:09:42.030807 r1,work begin 2009-11-04 07:13:14.018739 r1
1505,work begin 2009-11-04 07:13:14.018739 r1,personal_hygiene begin 2009-11-04 07:22:25.043954 r1
1506,personal_hygiene begin 2009-11-04 07:22:25.043954 r1,leave_home begin 2009-11-04 07:23:56.002742 r1
1507,leave_home begin 2009-11-04 07:23:56.002742 r1,watch_tv begin 2009-11-04 23:00:10.078331 r1
1508,watch_tv begin 2009-11-04 23:00:10.078331 r1,meal_preparation begin 2009-11-04 23:06:22.005296 r1
1509,meal_preparation begin 2009-11-04 23:06:22.005296 r1,personal_hygiene begin 2009-11-04 23:11:06.085843 r1
1510,personal_hygiene begin 2009-11-04 23:11:06.085843 r1,watch_tv begin 2009-11-04 23:34:43.005989 r1
1511,watch_tv begin 2009-11-04 23:34:43.005989 r1,sleep begin 2009-11-05 00:59:14.030804 r1
1512,sleep begin 2009-11-05 00:59:14.030804 r1,personal_hygiene begin 2009-11-05 08:37:43.018657 r1
